DUA;Item;Fecha;A�o;Importador;RUC;Regimen;C�digo NCM;Aduana;V�a Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;Pa�s de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;TN Netos;Kgs. Brutos;Proveedor;Marca;Descripci�n de Mercader�a;Descripci�n para Filtro
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;94035000;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;No disponible;23.73;23.73;35.48;35.48;11.45;75;0.075;89;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;VELADOR S/M S/M                                                                           DE MADERA                                                                                                                                                                           44*39*50                                                                                  DE CAMA,;VELADOR S/M S/M                                                                           DE MADERA
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;94035000;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;No disponible;84.75;84.75;99.97;99.97;14.16;93;0.093;110;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;CAMA S/M S/M                                                                              DE MADERA PRENSADA                                                                                                                                                                  150*200                                                                                   DE 1.5 MT., CON VELADOR,;CAMA S/M S/M                                                                              DE MADERA PRENSADA
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;94036000;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;No disponible;40;40;42.17;42.17;1.67;10;0.01;13;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;ARMARIO S/M S/M                                                                           DE MADERA PRENSADA                                                                        PARA TELEVISOR                                                                            223*63                                                                                    ,;ARMARIO S/M S/M                                                                           DE MADERA PRENSADA                                                                        PARA TELEVISOR
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;73211110;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;No disponible;30;15;32.49;16.25;1.67;10;0.01;13;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;COCINA S/M S/M                                                                                                                                                                                                                                                                                                                                                          A GAS, DE 2 HORMILLAS,;COCINA S/M S/M
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;94013000;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;2;UNIDAD;2;UNIDAD;0;No disponible;18;9;20.8;10.4;2.57;18;0.018;20;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;SILLA GIRATORIA S/M S/M                                                                                                                                                                                                                                                       CON BASE METALICA                                                                         DE MARROQUIN,;SILLA GIRATORIA S/M S/M
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;82159900;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;5;UNIDAD;5;UNIDAD;0;No disponible;0.85;0.17;0.91;0.18;0.04;0.3;0.0003;0.31;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;CUCHARON S/M S/M                                                                          DE ACERO INOXIDABLE                                                                       PARA ARROZ                                                                                                                                                                          ,;CUCHARON S/M S/M                                                                          DE ACERO INOXIDABLE                                                                       PARA ARROZ
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;82159900;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;No disponible;0.8;0.8;0.83;0.83;0.01;0.1;0.0001;0.11;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;CUCHARA S/M S/M                                                                           DE ACERO INOXIDABLE                                                                       PARA HELADOS                                                                                                                                                                        ,;CUCHARA S/M S/M                                                                           DE ACERO INOXIDABLE                                                                       PARA HELADOS
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;39261000;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;100;UNIDAD;100;UNIDAD;0;No disponible;10;0.1;10.28;0.1;0.03;0.25;0.00025;0.26;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;TARJETERO S/M S/M                                                                         DE PLASTICO ACRILICO                                                                                                                                                                                                                                                          ,;TARJETERO S/M S/M                                                                         DE PLASTICO ACRILICO
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;73239300;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;No disponible;1.44;1.44;1.5;1.5;0.02;0.2;0.0002;0.21;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;MOLDE S/M S/M                                                                             DE PLASTICO ACRILICO                                                                      PARA EMPANADAS                                                                                                                                                                      ,;MOLDE S/M S/M                                                                             DE PLASTICO ACRILICO                                                                      PARA EMPANADAS
118-092727;9272;30/07/2004;2004;FULL S.A.C.;4  20122837506;No disponible;82149090;MARITIMA DEL CALLAO;MARITIMO;BROOM PERU S.A.C..;-;No disponible;HUANGPU;China;China;1;UNIDAD;1;UNIDAD;0;No disponible;3.4;3.4;3.5;3.5;0.01;0.1;0.0001;0.11;GUANGZHOU ECONOMIC & TECHNOLOGICAL DEVELOPMENT DISTRICT IND;S/M;ABRELATAS S/M S/M                                                                         DE ACERO INOXIDABLE                                                                                                                                                                                                                                                           ,;ABRELATAS S/M S/M                                                                         DE ACERO INOXIDABLE
